date,store_id,item_id,dept_id,category,base_price,is_promo,sales
2020-03-10,1,1,3,Clothing,22.31,0,92
2020-03-11,1,1,3,Clothing,22.31,0,80
2020-03-12,1,1,3,Clothing,22.31,1,185
2020-03-13,1,1,3,Clothing,22.31,0,107
2020-03-14,1,1,3,Clothing,22.31,0,144
2020-03-15,1,1,3,Clothing,22.31,0,110
2020-03-16,1,1,3,Clothing,22.31,0,95
2020-03-17,1,1,3,Clothing,22.31,0,90
2020-03-18,1,1,3,Clothing,22.31,0,78
2020-03-19,1,1,3,Clothing,22.31,0,89
2020-03-20,1,1,3,Clothing,22.31,0,110
2020-03-21,1,1,3,Clothing,22.31,0,0
2020-03-22,1,1,3,Clothing,22.31,0,106
2020-03-23,1,1,3,Clothing,22.31,0,95
2020-03-24,1,1,3,Clothing,22.31,0,79
2020-03-25,1,1,3,Clothing,22.31,0,69
2020-03-26,1,1,3,Clothing,22.31,0,104
2020-03-27,1,1,3,Clothing,22.31,0,106
2020-03-28,1,1,3,Clothing,22.31,0,144
2020-03-29,1,1,3,Clothing,22.31,0,109
2020-03-30,1,1,3,Clothing,22.31,0,91
2020-03-31,1,1,3,Clothing,22.31,1,171
2020-04-01,1,1,3,Clothing,22.31,0,79
2020-04-02,1,1,3,Clothing,22.31,0,87
2020-04-03,1,1,3,Clothing,22.31,0,91
2020-04-04,1,1,3,Clothing,22.31,0,115
2020-04-05,1,1,3,Clothing,22.31,0,111
2020-04-06,1,1,3,Clothing,22.31,0,90
2020-04-07,1,1,3,Clothing,22.31,0,61
2020-04-08,1,1,3,Clothing,22.31,0,88
2020-04-09,1,1,3,Clothing,22.31,0,74
2020-04-10,1,1,3,Clothing,22.31,1,176
2020-04-11,1,1,3,Clothing,22.31,0,135
2020-04-12,1,1,3,Clothing,22.31,0,128
2020-04-13,1,1,3,Clothing,22.31,0,87
2020-04-14,1,1,3,Clothing,22.31,0,74
2020-04-15,1,1,3,Clothing,22.31,0,82
2020-04-16,1,1,3,Clothing,22.31,0,88
2020-04-17,1,1,3,Clothing,22.31,0,86
2020-04-18,1,1,3,Clothing,22.31,0,122
2020-04-19,1,1,3,Clothing,22.31,0,122
2020-04-20,1,1,3,Clothing,22.31,0,103
2020-04-21,1,1,3,Clothing,22.31,0,73
2020-04-22,1,1,3,Clothing,22.31,0,69
2020-04-23,1,1,3,Clothing,22.31,0,94
2020-04-24,1,1,3,Clothing,22.31,0,88
2020-04-25,1,1,3,Clothing,22.31,0,122
2020-04-26,1,1,3,Clothing,22.31,1,271
2020-04-27,1,1,3,Clothing,22.31,0,91
2020-04-28,1,1,3,Clothing,22.31,0,91
2020-04-29,1,1,3,Clothing,22.31,0,80
2020-04-30,1,1,3,Clothing,22.31,0,81
2020-05-01,1,1,3,Clothing,22.31,0,103
2020-05-02,1,1,3,Clothing,22.31,0,130
2020-05-03,1,1,3,Clothing,22.31,0,131
2020-05-04,1,1,3,Clothing,22.31,0,76
2020-05-05,1,1,3,Clothing,22.31,0,68
2020-05-06,1,1,3,Clothing,22.31,0,74
2020-05-07,1,1,3,Clothing,22.31,0,73
2020-05-08,1,1,3,Clothing,22.31,1,242
2020-05-09,1,1,3,Clothing,22.31,0,121
2020-05-10,1,1,3,Clothing,22.31,0,96
2020-05-11,1,1,3,Clothing,22.31,0,83
2020-05-12,1,1,3,Clothing,22.31,0,68
2020-05-13,1,1,3,Clothing,22.31,0,72
2020-05-14,1,1,3,Clothing,22.31,0,81
2020-05-15,1,1,3,Clothing,22.31,0,83
2020-05-16,1,1,3,Clothing,22.31,1,246
2020-05-17,1,1,3,Clothing,22.31,1,192
2020-05-18,1,1,3,Clothing,22.31,0,71
2020-05-19,1,1,3,Clothing,22.31,0,57
2020-05-20,1,1,3,Clothing,22.31,0,88
2020-05-21,1,1,3,Clothing,22.31,0,82
2020-05-22,1,1,3,Clothing,22.31,0,93
2020-05-23,1,1,3,Clothing,22.31,0,110
2020-05-24,1,1,3,Clothing,22.31,0,0
2020-05-25,1,1,3,Clothing,22.31,0,78
2020-05-26,1,1,3,Clothing,22.31,0,59
2020-05-27,1,1,3,Clothing,22.31,0,64
2020-05-28,1,1,3,Clothing,22.31,0,62
2020-05-29,1,1,3,Clothing,22.31,0,0
2020-05-30,1,1,3,Clothing,22.31,0,111
2020-05-31,1,1,3,Clothing,22.31,0,95
2020-06-01,1,1,3,Clothing,22.31,0,64
2020-06-02,1,1,3,Clothing,22.31,0,66
2020-06-03,1,1,3,Clothing,22.31,0,65
2020-06-04,1,1,3,Clothing,22.31,0,71
2020-06-05,1,1,3,Clothing,22.31,0,68
2020-06-06,1,1,3,Clothing,22.31,1,258
2020-06-07,1,1,3,Clothing,22.31,0,103
2020-06-08,1,1,3,Clothing,22.31,0,76
2020-06-09,1,1,3,Clothing,22.31,0,57
2020-06-10,1,1,3,Clothing,22.31,0,61
2020-06-11,1,1,3,Clothing,22.31,0,64
2020-06-12,1,1,3,Clothing,22.31,1,216
2020-06-13,1,1,3,Clothing,22.31,0,107
2020-06-14,1,1,3,Clothing,22.31,0,0
2020-06-15,1,1,3,Clothing,22.31,0,46
2020-06-16,1,1,3,Clothing,22.31,0,75
2020-06-17,1,1,3,Clothing,22.31,0,70
2020-06-18,1,1,3,Clothing,22.31,0,66
2020-06-19,1,1,3,Clothing,22.31,1,223
2020-06-20,1,1,3,Clothing,22.31,0,0
2020-06-21,1,1,3,Clothing,22.31,0,83
2020-06-22,1,1,3,Clothing,22.31,0,0
2020-06-23,1,1,3,Clothing,22.31,0,69
2020-06-24,1,1,3,Clothing,22.31,0,72
2020-06-25,1,1,3,Clothing,22.31,1,162
2020-06-26,1,1,3,Clothing,22.31,1,0
2020-06-27,1,1,3,Clothing,22.31,0,104
2020-06-28,1,1,3,Clothing,22.31,0,79
2020-06-29,1,1,3,Clothing,22.31,0,87
2020-06-30,1,1,3,Clothing,22.31,0,67
2020-07-01,1,1,3,Clothing,22.31,0,47
2020-07-02,1,1,3,Clothing,22.31,0,48
2020-07-03,1,1,3,Clothing,22.31,0,87
2020-07-04,1,1,3,Clothing,22.31,1,117
2020-07-05,1,1,3,Clothing,22.31,0,91
2020-07-06,1,1,3,Clothing,22.31,0,68
2020-07-07,1,1,3,Clothing,22.31,0,57
2020-07-08,1,1,3,Clothing,22.31,0,59
2020-07-09,1,1,3,Clothing,22.31,0,68
2020-07-10,1,1,3,Clothing,22.31,0,61
2020-07-11,1,1,3,Clothing,22.31,0,72
2020-07-12,1,1,3,Clothing,22.31,0,59
2020-07-13,1,1,3,Clothing,22.31,0,0
2020-07-14,1,1,3,Clothing,22.31,0,63
2020-07-15,1,1,3,Clothing,22.31,0,47
2020-07-16,1,1,3,Clothing,22.31,0,60
2020-07-17,1,1,3,Clothing,22.31,0,80
2020-07-18,1,1,3,Clothing,22.31,0,101
2020-07-19,1,1,3,Clothing,22.31,0,63
2020-07-20,1,1,3,Clothing,22.31,0,63
2020-07-21,1,1,3,Clothing,22.31,0,47
2020-07-22,1,1,3,Clothing,22.31,0,43
2020-07-23,1,1,3,Clothing,22.31,1,95
2020-07-24,1,1,3,Clothing,22.31,0,73
2020-07-25,1,1,3,Clothing,22.31,0,88
2020-07-26,1,1,3,Clothing,22.31,0,78
2020-07-27,1,1,3,Clothing,22.31,0,50
2020-07-28,1,1,3,Clothing,22.31,0,56
2020-07-29,1,1,3,Clothing,22.31,0,48
2020-07-30,1,1,3,Clothing,22.31,0,57
2020-07-31,1,1,3,Clothing,22.31,0,71
2020-08-01,1,1,3,Clothing,22.31,0,76
2020-08-02,1,1,3,Clothing,22.31,0,67
2020-08-03,1,1,3,Clothing,22.31,0,55
2020-08-04,1,1,3,Clothing,22.31,0,46
2020-08-05,1,1,3,Clothing,22.31,0,48
2020-08-06,1,1,3,Clothing,22.31,0,53
2020-08-07,1,1,3,Clothing,22.31,0,63
2020-08-08,1,1,3,Clothing,22.31,0,83
2020-08-09,1,1,3,Clothing,22.31,0,56
2020-08-10,1,1,3,Clothing,22.31,0,54
2020-08-11,1,1,3,Clothing,22.31,0,49
2020-08-12,1,1,3,Clothing,22.31,0,46
2020-08-13,1,1,3,Clothing,22.31,1,136
2020-08-14,1,1,3,Clothing,22.31,0,55
2020-08-15,1,1,3,Clothing,22.31,0,76
2020-08-16,1,1,3,Clothing,22.31,0,0
2020-08-17,1,1,3,Clothing,22.31,0,49
2020-08-18,1,1,3,Clothing,22.31,1,115
2020-08-19,1,1,3,Clothing,22.31,0,32
2020-08-20,1,1,3,Clothing,22.31,0,44
2020-08-21,1,1,3,Clothing,22.31,0,62
2020-08-22,1,1,3,Clothing,22.31,0,0
2020-08-23,1,1,3,Clothing,22.31,0,67
2020-08-24,1,1,3,Clothing,22.31,0,52
2020-08-25,1,1,3,Clothing,22.31,0,47
2020-08-26,1,1,3,Clothing,22.31,0,46
2020-08-27,1,1,3,Clothing,22.31,0,43
2020-08-28,1,1,3,Clothing,22.31,0,54
2020-08-29,1,1,3,Clothing,22.31,0,65
2020-08-30,1,1,3,Clothing,22.31,0,67
2020-08-31,1,1,3,Clothing,22.31,1,146
2020-09-01,1,1,3,Clothing,22.31,0,34
2020-09-02,1,1,3,Clothing,22.31,0,38
2020-09-03,1,1,3,Clothing,22.31,0,51
2020-09-04,1,1,3,Clothing,22.31,0,63
2020-09-05,1,1,3,Clothing,22.31,0,71
2020-09-06,1,1,3,Clothing,22.31,0,56
2020-09-07,1,1,3,Clothing,22.31,0,37
2020-09-08,1,1,3,Clothing,22.31,0,44
2020-09-09,1,1,3,Clothing,22.31,0,45
2020-09-10,1,1,3,Clothing,22.31,0,55
2020-09-11,1,1,3,Clothing,22.31,0,57
2020-09-12,1,1,3,Clothing,22.31,0,0
2020-09-13,1,1,3,Clothing,22.31,0,62
2020-09-14,1,1,3,Clothing,22.31,0,49
2020-09-15,1,1,3,Clothing,22.31,0,0
2020-09-16,1,1,3,Clothing,22.31,0,36
2020-09-17,1,1,3,Clothing,22.31,1,93
2020-09-18,1,1,3,Clothing,22.31,0,66
2020-09-19,1,1,3,Clothing,22.31,0,69
2020-09-20,1,1,3,Clothing,22.31,0,52
2020-09-21,1,1,3,Clothing,22.31,0,46
2020-09-22,1,1,3,Clothing,22.31,0,40
2020-09-23,1,1,3,Clothing,22.31,0,36
2020-09-24,1,1,3,Clothing,22.31,0,50
2020-09-25,1,1,3,Clothing,22.31,1,136
2020-09-26,1,1,3,Clothing,22.31,0,66
2020-09-27,1,1,3,Clothing,22.31,0,68
2020-09-28,1,1,3,Clothing,22.31,0,48
2020-09-29,1,1,3,Clothing,22.31,0,0
2020-09-30,1,1,3,Clothing,22.31,0,40
2020-10-01,1,1,3,Clothing,22.31,0,51
2020-10-02,1,1,3,Clothing,22.31,0,59
2020-10-03,1,1,3,Clothing,22.31,0,78
2020-10-04,1,1,3,Clothing,22.31,1,0
2020-10-05,1,1,3,Clothing,22.31,0,52
2020-10-06,1,1,3,Clothing,22.31,0,40
2020-10-07,1,1,3,Clothing,22.31,0,44
2020-10-08,1,1,3,Clothing,22.31,0,37
2020-10-09,1,1,3,Clothing,22.31,0,71
2020-10-10,1,1,3,Clothing,22.31,0,83
2020-10-11,1,1,3,Clothing,22.31,0,51
2020-10-12,1,1,3,Clothing,22.31,0,41
2020-10-13,1,1,3,Clothing,22.31,0,42
2020-10-14,1,1,3,Clothing,22.31,0,50
2020-10-15,1,1,3,Clothing,22.31,0,47
2020-10-16,1,1,3,Clothing,22.31,0,61
2020-10-17,1,1,3,Clothing,22.31,1,104
2020-10-18,1,1,3,Clothing,22.31,0,63
2020-10-19,1,1,3,Clothing,22.31,0,43
2020-10-20,1,1,3,Clothing,22.31,0,43
2020-10-21,1,1,3,Clothing,22.31,0,48
2020-10-22,1,1,3,Clothing,22.31,0,37
2020-10-23,1,1,3,Clothing,22.31,0,64
2020-10-24,1,1,3,Clothing,22.31,0,71
2020-10-25,1,1,3,Clothing,22.31,0,61
2020-10-26,1,1,3,Clothing,22.31,0,61
2020-10-27,1,1,3,Clothing,22.31,0,46
2020-10-28,1,1,3,Clothing,22.31,0,0
2020-10-29,1,1,3,Clothing,22.31,0,48
2020-10-30,1,1,3,Clothing,22.31,0,63
2020-10-31,1,1,3,Clothing,22.31,0,87
2020-11-01,1,1,3,Clothing,22.31,0,0
2020-11-02,1,1,3,Clothing,22.31,0,51
2020-11-03,1,1,3,Clothing,22.31,0,40
2020-11-04,1,1,3,Clothing,22.31,0,43
2020-11-05,1,1,3,Clothing,22.31,0,53
2020-11-06,1,1,3,Clothing,22.31,0,68
2020-11-07,1,1,3,Clothing,22.31,0,93
2020-11-08,1,1,3,Clothing,22.31,0,54
2020-11-09,1,1,3,Clothing,22.31,0,0
2020-11-10,1,1,3,Clothing,22.31,0,58
2020-11-11,1,1,3,Clothing,22.31,0,56
2020-11-12,1,1,3,Clothing,22.31,0,63
2020-11-13,1,1,3,Clothing,22.31,0,58
2020-11-14,1,1,3,Clothing,22.31,0,90
2020-11-15,1,1,3,Clothing,22.31,0,73
2020-11-16,1,1,3,Clothing,22.31,0,56
2020-11-17,1,1,3,Clothing,22.31,0,49
2020-11-18,1,1,3,Clothing,22.31,0,41
2020-11-19,1,1,3,Clothing,22.31,1,96
2020-11-20,1,1,3,Clothing,22.31,0,72
2020-11-21,1,1,3,Clothing,22.31,0,87
2020-11-22,1,1,3,Clothing,22.31,0,77
2020-11-23,1,1,3,Clothing,22.31,0,68
2020-11-24,1,1,3,Clothing,22.31,0,57
2020-11-25,1,1,3,Clothing,22.31,0,53
2020-11-26,1,1,3,Clothing,22.31,0,45
2020-11-27,1,1,3,Clothing,22.31,0,0
2020-11-28,1,1,3,Clothing,22.31,0,0
2020-11-29,1,1,3,Clothing,22.31,0,70
2020-11-30,1,1,3,Clothing,22.31,0,40
2020-12-01,1,1,3,Clothing,22.31,0,93
2020-12-02,1,1,3,Clothing,22.31,0,88
2020-12-03,1,1,3,Clothing,22.31,0,108
2020-12-04,1,1,3,Clothing,22.31,1,235
2020-12-05,1,1,3,Clothing,22.31,0,146
2020-12-06,1,1,3,Clothing,22.31,0,131
2020-12-07,1,1,3,Clothing,22.31,0,93
2020-12-08,1,1,3,Clothing,22.31,1,209
2020-12-09,1,1,3,Clothing,22.31,0,95
2020-12-10,1,1,3,Clothing,22.31,0,116
2020-12-11,1,1,3,Clothing,22.31,0,109
2020-12-12,1,1,3,Clothing,22.31,0,165
2020-12-13,1,1,3,Clothing,22.31,0,135
2020-12-14,1,1,3,Clothing,22.31,0,108
2020-12-15,1,1,3,Clothing,22.31,0,82
2020-12-16,1,1,3,Clothing,22.31,0,89
2020-12-17,1,1,3,Clothing,22.31,0,119
2020-12-18,1,1,3,Clothing,22.31,0,120
2020-12-19,1,1,3,Clothing,22.31,0,173
2020-12-20,1,1,3,Clothing,22.31,0,142
2020-12-21,1,1,3,Clothing,22.31,0,99
2020-12-22,1,1,3,Clothing,22.31,1,155
2020-12-23,1,1,3,Clothing,22.31,0,86
2020-12-24,1,1,3,Clothing,22.31,0,99
2020-12-25,1,1,3,Clothing,22.31,0,135
2020-12-26,1,1,3,Clothing,22.31,0,146
2020-12-27,1,1,3,Clothing,22.31,0,0
2020-12-28,1,1,3,Clothing,22.31,0,106
2020-12-29,1,1,3,Clothing,22.31,0,106
2020-12-30,1,1,3,Clothing,22.31,0,89
2020-12-31,1,1,3,Clothing,22.31,0,107
2021-01-01,1,1,3,Clothing,22.31,0,87
2021-01-02,1,1,3,Clothing,22.31,0,122
2021-01-03,1,1,3,Clothing,22.31,0,84
2021-01-04,1,1,3,Clothing,22.31,0,67
2021-01-05,1,1,3,Clothing,22.31,0,66
2021-01-06,1,1,3,Clothing,22.31,0,63
2021-01-07,1,1,3,Clothing,22.31,0,83
2021-01-08,1,1,3,Clothing,22.31,0,104
2021-01-09,1,1,3,Clothing,22.31,1,192
2021-01-10,1,1,3,Clothing,22.31,0,92
2021-01-11,1,1,3,Clothing,22.31,0,0
2021-01-12,1,1,3,Clothing,22.31,0,69
2021-01-13,1,1,3,Clothing,22.31,0,80
2021-01-14,1,1,3,Clothing,22.31,0,72
2021-01-15,1,1,3,Clothing,22.31,0,85
2021-01-16,1,1,3,Clothing,22.31,0,110
2021-01-17,1,1,3,Clothing,22.31,0,106
2021-01-18,1,1,3,Clothing,22.31,0,76
2021-01-19,1,1,3,Clothing,22.31,0,67
2021-01-20,1,1,3,Clothing,22.31,1,155
2021-01-21,1,1,3,Clothing,22.31,0,65
2021-01-22,1,1,3,Clothing,22.31,0,78
2021-01-23,1,1,3,Clothing,22.31,0,137
2021-01-24,1,1,3,Clothing,22.31,0,92
2021-01-25,1,1,3,Clothing,22.31,0,85
2021-01-26,1,1,3,Clothing,22.31,0,82
2021-01-27,1,1,3,Clothing,22.31,0,62
2021-01-28,1,1,3,Clothing,22.31,0,65
2021-01-29,1,1,3,Clothing,22.31,0,93
2021-01-30,1,1,3,Clothing,22.31,0,126
2021-01-31,1,1,3,Clothing,22.31,1,161
2021-02-01,1,1,3,Clothing,22.31,0,87
2021-02-02,1,1,3,Clothing,22.31,0,0
2021-02-03,1,1,3,Clothing,22.31,0,72
2021-02-04,1,1,3,Clothing,22.31,0,78
2021-02-05,1,1,3,Clothing,22.31,0,104
2021-02-06,1,1,3,Clothing,22.31,0,114
2021-02-07,1,1,3,Clothing,22.31,0,108
2021-02-08,1,1,3,Clothing,22.31,0,86
2021-02-09,1,1,3,Clothing,22.31,0,92
2021-02-10,1,1,3,Clothing,22.31,0,76
2021-02-11,1,1,3,Clothing,22.31,0,98
2021-02-12,1,1,3,Clothing,22.31,0,120
2021-02-13,1,1,3,Clothing,22.31,0,125
2021-02-14,1,1,3,Clothing,22.31,0,115
2021-02-15,1,1,3,Clothing,22.31,0,81
2021-02-16,1,1,3,Clothing,22.31,0,80
2021-02-17,1,1,3,Clothing,22.31,0,67
2021-02-18,1,1,3,Clothing,22.31,0,72
2021-02-19,1,1,3,Clothing,22.31,0,121
2021-02-20,1,1,3,Clothing,22.31,0,126
2021-02-21,1,1,3,Clothing,22.31,0,96
2021-02-22,1,1,3,Clothing,22.31,0,81
2021-02-23,1,1,3,Clothing,22.31,0,66
2021-02-24,1,1,3,Clothing,22.31,0,76
2021-02-25,1,1,3,Clothing,22.31,0,95
2021-02-26,1,1,3,Clothing,22.31,0,102
2021-02-27,1,1,3,Clothing,22.31,0,132
2021-02-28,1,1,3,Clothing,22.31,0,106
2021-03-01,1,1,3,Clothing,22.31,0,80
2021-03-02,1,1,3,Clothing,22.31,0,69
2021-03-03,1,1,3,Clothing,22.31,0,85
2021-03-04,1,1,3,Clothing,22.31,0,86
2021-03-05,1,1,3,Clothing,22.31,0,113
2021-03-06,1,1,3,Clothing,22.31,0,145
2021-03-07,1,1,3,Clothing,22.31,0,108
2021-03-08,1,1,3,Clothing,22.31,0,93
2021-03-09,1,1,3,Clothing,22.31,1,130
2021-03-10,1,1,3,Clothing,22.31,0,78
2021-03-11,1,1,3,Clothing,22.31,0,81
2021-03-12,1,1,3,Clothing,22.31,0,99
2021-03-13,1,1,3,Clothing,22.31,0,134
2021-03-14,1,1,3,Clothing,22.31,0,122
2021-03-15,1,1,3,Clothing,22.31,0,91
2021-03-16,1,1,3,Clothing,22.31,0,77
2021-03-17,1,1,3,Clothing,22.31,0,80
2021-03-18,1,1,3,Clothing,22.31,0,76
2021-03-19,1,1,3,Clothing,22.31,0,104
2021-03-20,1,1,3,Clothing,22.31,0,139
2021-03-21,1,1,3,Clothing,22.31,0,117
2021-03-22,1,1,3,Clothing,22.31,0,92
2021-03-23,1,1,3,Clothing,22.31,0,86
2021-03-24,1,1,3,Clothing,22.31,0,79
2021-03-25,1,1,3,Clothing,22.31,0,81
2021-03-26,1,1,3,Clothing,22.31,0,103
2021-03-27,1,1,3,Clothing,22.31,0,126
2021-03-28,1,1,3,Clothing,22.31,0,110
2021-03-29,1,1,3,Clothing,22.31,1,179
2021-03-30,1,1,3,Clothing,22.31,0,84
2021-03-31,1,1,3,Clothing,22.31,0,71
2021-04-01,1,1,3,Clothing,22.31,0,72
2021-04-02,1,1,3,Clothing,22.31,0,95
2021-04-03,1,1,3,Clothing,22.31,1,352
2021-04-04,1,1,3,Clothing,22.31,0,116
2021-04-05,1,1,3,Clothing,22.31,0,89
2021-04-06,1,1,3,Clothing,22.31,0,84
2021-04-07,1,1,3,Clothing,22.31,1,162
2021-04-08,1,1,3,Clothing,22.31,0,95
2021-04-09,1,1,3,Clothing,22.31,0,109
2021-04-10,1,1,3,Clothing,22.31,0,132
2021-04-11,1,1,3,Clothing,22.31,0,95
2021-04-12,1,1,3,Clothing,22.31,0,68
2021-04-13,1,1,3,Clothing,22.31,0,61
2021-04-14,1,1,3,Clothing,22.31,0,97
2021-04-15,1,1,3,Clothing,22.31,0,84
2021-04-16,1,1,3,Clothing,22.31,0,101
2021-04-17,1,1,3,Clothing,22.31,0,128
2021-04-18,1,1,3,Clothing,22.31,0,93
2021-04-19,1,1,3,Clothing,22.31,0,73
2021-04-20,1,1,3,Clothing,22.31,0,75
2021-04-21,1,1,3,Clothing,22.31,0,78
2021-04-22,1,1,3,Clothing,22.31,0,71
2021-04-23,1,1,3,Clothing,22.31,0,96
2021-04-24,1,1,3,Clothing,22.31,0,122
2021-04-25,1,1,3,Clothing,22.31,0,114
2021-04-26,1,1,3,Clothing,22.31,0,77
2021-04-27,1,1,3,Clothing,22.31,0,76
2021-04-28,1,1,3,Clothing,22.31,0,73
2021-04-29,1,1,3,Clothing,22.31,1,222
2021-04-30,1,1,3,Clothing,22.31,0,94
2021-05-01,1,1,3,Clothing,22.31,0,114
2021-05-02,1,1,3,Clothing,22.31,0,103
2021-05-03,1,1,3,Clothing,22.31,0,92
2021-05-04,1,1,3,Clothing,22.31,0,74
2021-05-05,1,1,3,Clothing,22.31,0,74
2021-05-06,1,1,3,Clothing,22.31,0,78
2021-05-07,1,1,3,Clothing,22.31,0,0
2021-05-08,1,1,3,Clothing,22.31,1,224
2021-05-09,1,1,3,Clothing,22.31,0,0
2021-05-10,1,1,3,Clothing,22.31,1,197
2021-05-11,1,1,3,Clothing,22.31,1,90
2021-05-12,1,1,3,Clothing,22.31,0,81
2021-05-13,1,1,3,Clothing,22.31,0,64
2021-05-14,1,1,3,Clothing,22.31,0,0
2021-05-15,1,1,3,Clothing,22.31,0,126
2021-05-16,1,1,3,Clothing,22.31,1,291
2021-05-17,1,1,3,Clothing,22.31,0,66
2021-05-18,1,1,3,Clothing,22.31,0,78
2021-05-19,1,1,3,Clothing,22.31,0,77
2021-05-20,1,1,3,Clothing,22.31,0,79
2021-05-21,1,1,3,Clothing,22.31,0,96
2021-05-22,1,1,3,Clothing,22.31,0,98
2021-05-23,1,1,3,Clothing,22.31,0,88
2021-05-24,1,1,3,Clothing,22.31,0,65
2021-05-25,1,1,3,Clothing,22.31,0,65
2021-05-26,1,1,3,Clothing,22.31,0,76
2021-05-27,1,1,3,Clothing,22.31,0,98
2021-05-28,1,1,3,Clothing,22.31,0,100
2021-05-29,1,1,3,Clothing,22.31,1,300
2021-05-30,1,1,3,Clothing,22.31,0,0
2021-05-31,1,1,3,Clothing,22.31,0,86
2021-06-01,1,1,3,Clothing,22.31,0,56
2021-06-02,1,1,3,Clothing,22.31,0,55
2021-06-03,1,1,3,Clothing,22.31,0,65
2021-06-04,1,1,3,Clothing,22.31,0,73
2021-06-05,1,1,3,Clothing,22.31,0,109
2021-06-06,1,1,3,Clothing,22.31,0,79
2021-06-07,1,1,3,Clothing,22.31,0,57
2021-06-08,1,1,3,Clothing,22.31,0,58
2021-06-09,1,1,3,Clothing,22.31,0,54
2021-06-10,1,1,3,Clothing,22.31,0,56
2021-06-11,1,1,3,Clothing,22.31,0,93
2021-06-12,1,1,3,Clothing,22.31,0,104
2021-06-13,1,1,3,Clothing,22.31,0,102
2021-06-14,1,1,3,Clothing,22.31,0,73
2021-06-15,1,1,3,Clothing,22.31,0,61
2021-06-16,1,1,3,Clothing,22.31,0,68
2021-06-17,1,1,3,Clothing,22.31,1,122
2021-06-18,1,1,3,Clothing,22.31,1,187
2021-06-19,1,1,3,Clothing,22.31,0,102
